"year","stateabbr","statedesc","countyname","countyfips","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpopulation","geolocation","locationid","categoryid","measureid","datavaluetypeid","short_question_text"
"2021","CA","California","Orange","06059","06059099506","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.4",,,"2.1","2.7","1253","POINT (-118.075259 33.72043538)","06059099506","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Orange","06059","06059099508","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.1",,,"2.7","3.6","4500","POINT (-118.0488683 33.72491044)","06059099508","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Orange","06059","06059099509","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","6.5",,,"5.1","8.2","3491","POINT (-118.0833508 33.7700255)","06059099509","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Orange","06059","06059110201","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.0",,,"2.7","3.4","7483","POINT (-118.0153039 33.83557814)","06059110201","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Placer","06061","06061020107","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.1",,,"1.8","2.3","3510","POINT (-120.0139474 39.25046603)","06061020107","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Placer","06061","06061020502","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.1",,,"2.8","3.4","4103","POINT (-121.0978283 38.85728791)","06061020502","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Placer","06061","06061020602","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.9",,,"2.6","3.1","6970","POINT (-121.1644528 38.80510753)","06061020602","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Plumas","06063","06063000202","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.2",,,"2.9","3.5","1161","POINT (-120.9993471 39.83734315)","06063000202","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Sacramento","06067","06067004903","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.3",,,"3.0","3.6","6740","POINT (-121.4622127 38.4886882)","06067004903","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","San Diego","06073","06073022100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.0","2.6","9082","POINT (-117.2929122 33.12662872)","06073022100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Shasta","06089","06089011600","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.8",,,"3.4","4.1","3877","POINT (-122.4204677 40.6726815)","06089011600","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Shasta","06089","06089012000","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.3",,,"2.9","3.6","4648","POINT (-122.2955685 40.43417133)","06089012000","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Shasta","06089","06089012500","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.9",,,"4.5","5.5","1477","POINT (-122.3590439 40.9952095)","06089012500","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Solano","06095","06095250801","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.7",,,"2.4","3.0","3917","POINT (-122.3064998 38.11907634)","06095250801","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Solano","06095","06095251000","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.7",,,"2.4","3.0","2470","POINT (-122.2485471 38.10109933)","06095251000","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Solano","06095","06095251600","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.2",,,"2.9","3.6","2359","POINT (-122.2627461 38.1086108)","06095251600","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Solano","06095","06095251802","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","5.1",,,"4.7","5.6","2538","POINT (-122.2565314 38.12834297)","06095251802","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Solano","06095","06095252107","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.6",,,"2.3","2.9","3592","POINT (-122.1542875 38.0696522)","06095252107","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Solano","06095","06095252108","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.6",,,"2.3","3.0","3165","POINT (-122.1630376 38.06081339)","06095252108","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Solano","06095","06095252202","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.0",,,"1.8","2.2","9825","POINT (-122.1444868 38.16483141)","06095252202","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Solano","06095","06095252312","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.6",,,"2.4","2.9","3368","POINT (-122.0562184 38.27535449)","06095252312","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Solano","06095","06095252313","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.4",,,"3.0","4.1","5065","POINT (-122.0243713 38.3043951)","06095252313","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Solano","06095","06095252502","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.5",,,"2.2","2.7","2275","POINT (-122.0449116 38.24703968)","06095252502","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Solano","06095","06095252914","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.0",,,"1.8","2.2","5266","POINT (-121.9429972 38.33225446)","06095252914","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Sonoma","06097","06097150901","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.0","2.6","4904","POINT (-122.6426229 38.2473829)","06097150901","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Sonoma","06097","06097151204","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","29.2",,,"23.1","36.0","3413","POINT (-122.7071936 38.31846316)","06097151204","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CA","California","Sonoma","06097","06097151601","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","5.0",,,"4.0","6.2","2901","POINT (-122.5618783 38.46272822)","06097151601","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Sonoma","06097","06097151700","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.2",,,"2.8","3.7","6978","POINT (-122.6658893 38.45108865)","06097151700","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Sonoma","06097","06097152701","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.0",,,"2.7","3.5","5271","POINT (-122.7468694 38.5288949)","06097152701","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Sonoma","06097","06097153005","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.7",,,"2.4","3.0","6669","POINT (-122.80121 38.43349379)","06097153005","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Sonoma","06097","06097153103","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.0","2.5","4716","POINT (-122.7341704 38.41981308)","06097153103","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Tehama","06103","06103000900","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","35.6",,,"28.0","44.1","3678","POINT (-122.0315057 39.96468941)","06103000900","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CA","California","Tulare","06107","06107000301","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.7",,,"3.4","4.1","6717","POINT (-119.4289041 36.52335936)","06107000301","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Tulare","06107","06107000702","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","38.4",,,"31.2","46.0","5391","POINT (-119.1000638 36.42014911)","06107000702","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CA","California","Tulare","06107","06107001704","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.4",,,"2.1","2.7","6500","POINT (-119.2649525 36.29857806)","06107001704","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Tulare","06107","06107001901","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.2",,,"2.8","3.6","3390","POINT (-119.302866 36.30929903)","06107001901","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Tulare","06107","06107002901","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.6",,,"3.2","4.0","3729","POINT (-119.337007 36.19635869)","06107002901","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Tulare","06107","06107003502","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.7",,,"2.4","3.0","10796","POINT (-119.054927 36.09303301)","06107003502","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Tulare","06107","06107004000","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","42.6",,,"35.0","50.4","560","POINT (-118.9838389 36.03806231)","06107004000","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CA","California","Ventura","06111","06111000901","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.3",,,"2.9","3.9","2541","POINT (-119.2621219 34.46004455)","06111000901","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Ventura","06111","06111004902","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","32.6",,,"26.7","39.0","5091","POINT (-119.134408 34.20842486)","06111004902","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CA","California","Ventura","06111","06111006302","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.9",,,"1.7","2.2","3597","POINT (-118.8779963 34.22161585)","06111006302","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Ventura","06111","06111007100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.7",,,"2.3","3.2","6335","POINT (-118.8456476 34.17507352)","06111007100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Ventura","06111","06111007508","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.0","2.6","3722","POINT (-118.845388 34.21518292)","06111007508","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Ventura","06111","06111008004","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.0","2.6","5156","POINT (-118.7508444 34.26186312)","06111008004","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Ventura","06111","06111008306","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.0",,,"1.7","2.2","3714","POINT (-118.6865914 34.27937332)","06111008306","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Ventura","06111","06111008401","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.6",,,"2.3","2.9","5308","POINT (-118.707261 34.2866608)","06111008401","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CA","California","Yolo","06113","06113010302","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","24.6",,,"19.1","31.2","7270","POINT (-121.5335333 38.54695655)","06113010302","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CA","California","Yolo","06113","06113010704","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","24.5",,,"19.1","30.8","2267","POINT (-121.7555624 38.55368363)","06113010704","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CA","California","Yolo","06113","06113011500","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.1",,,"2.9","3.4","5325","POINT (-122.1376807 38.78628715)","06113011500","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005004951","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.2",,,"1.0","1.3","1883","POINT (-104.9309321 39.69823221)","08005004951","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005005614","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","23.4",,,"20.1","27.0","3146","POINT (-104.9506215 39.6022326)","08005005614","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CO","Colorado","Arapahoe","08005","08005005622","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.2",,,"2.0","2.5","2326","POINT (-105.0389259 39.58862402)","08005005622","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005005625","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.0","2.7","2899","POINT (-104.9814986 39.58765026)","08005005625","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005005952","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.1",,,"1.8","2.5","3091","POINT (-104.9638874 39.65670889)","08005005952","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005006815","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.7",,,"1.5","1.9","4057","POINT (-104.8731245 39.5941635)","08005006815","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005007400","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.9",,,"2.6","3.2","4992","POINT (-104.8565581 39.73106041)","08005007400","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005080000","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.7",,,"2.4","3.0","3437","POINT (-104.8564299 39.70739605)","08005080000","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005081000","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.6",,,"2.4","2.9","5450","POINT (-104.8179137 39.71777076)","08005081000","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005081600","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.1",,,"2.7","3.6","4859","POINT (-104.8126105 39.65888457)","08005081600","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005083100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.7",,,"1.5","1.8","6739","POINT (-104.7628816 39.67490242)","08005083100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005083200","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.5",,,"1.3","1.6","8692","POINT (-104.7348938 39.64574624)","08005083200","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005084800","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.6",,,"1.5","1.8","3444","POINT (-104.7659117 39.62804001)","08005084800","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005085600","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.7",,,"1.5","2.0","3203","POINT (-104.7651947 39.61187241)","08005085600","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Arapahoe","08005","08005087200","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","26.0",,,"22.6","29.8","3768","POINT (-104.8891887 39.68009872)","08005087200","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CO","Colorado","Boulder","08013","08013012204","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.6",,,"1.5","1.8","3556","POINT (-105.2791599 40.01761236)","08013012204","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Boulder","08013","08013012608","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.8",,,"1.6","2.1","2239","POINT (-105.2418669 40.00359272)","08013012608","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Boulder","08013","08013012709","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","16.7",,,"13.7","20.0","1811","POINT (-105.1539335 40.06154878)","08013012709","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CO","Colorado","Boulder","08013","08013012710","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.2",,,"1.9","2.4","3685","POINT (-105.1924493 39.9901148)","08013012710","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Boulder","08013","08013013210","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.4",,,"2.0","2.7","5032","POINT (-105.1177818 40.14900877)","08013013210","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Boulder","08013","08013013307","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.3",,,"2.8","3.9","3604","POINT (-105.1237589 40.18126937)","08013013307","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Boulder","08013","08013013508","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.9",,,"1.6","2.1","6575","POINT (-105.0646781 40.18892728)","08013013508","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Boulder","08013","08013060600","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","15.6",,,"13.0","18.9","5325","POINT (-105.1975059 39.94148931)","08013060600","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CO","Colorado","Boulder","08013","08013060900","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.8",,,"1.6","2.1","4139","POINT (-105.1059757 39.97497436)","08013060900","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Chaffee","08015","08015000200","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.7",,,"3.2","4.2","4305","POINT (-106.0331078 38.49477119)","08015000200","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Dolores","08033","08033000100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.3",,,"3.0","3.7","2064","POINT (-108.5172005 37.75160325)","08033000100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Douglas","08035","08035013908","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.0","2.7","6306","POINT (-104.7296829 39.46142029)","08035013908","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Douglas","08035","08035014013","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.5",,,"1.4","1.7","3742","POINT (-104.7977132 39.42155123)","08035014013","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Douglas","08035","08035014109","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","22.7",,,"18.7","26.6","2259","POINT (-104.955972 39.54669288)","08035014109","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CO","Colorado","Douglas","08035","08035014137","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","22.9",,,"19.0","26.8","9410","POINT (-104.9229447 39.51258511)","08035014137","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CO","Colorado","Douglas","08035","08035014140","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","24.0",,,"20.1","27.9","5531","POINT (-104.9043245 39.53059538)","08035014140","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CO","Colorado","Douglas","08035","08035014406","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.5",,,"1.3","1.7","7382","POINT (-104.9160196 39.39323388)","08035014406","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Douglas","08035","08035014505","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.4",,,"2.1","2.8","4101","POINT (-104.8396081 39.34654372)","08035014505","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","El Paso","08041","08041000101","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.3",,,"2.9","3.8","5902","POINT (-104.7739243 38.87840207)","08041000101","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","El Paso","08041","08041000900","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.1",,,"1.8","2.3","2337","POINT (-104.814939 38.85550752)","08041000900","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","El Paso","08041","08041002400","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.5",,,"3.0","4.2","4589","POINT (-104.8588316 38.83291797)","08041002400","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","El Paso","08041","08041003303","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.5",,,"3.1","4.0","5405","POINT (-104.7986015 38.78219402)","08041003303","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","El Paso","08041","08041003707","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.0",,,"1.8","2.3","4242","POINT (-104.8794834 38.92116105)","08041003707","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","El Paso","08041","08041004501","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.4",,,"2.2","2.7","6348","POINT (-104.7643062 38.76894759)","08041004501","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","El Paso","08041","08041004601","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.6",,,"2.4","2.9","4149","POINT (-104.4702462 38.8963748)","08041004601","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","El Paso","08041","08041004902","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.1","2.7","5367","POINT (-104.7470657 38.91082134)","08041004902","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","El Paso","08041","08041005105","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.6",,,"1.4","1.8","7154","POINT (-104.7091245 38.90422337)","08041005105","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","El Paso","08041","08041005700","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","27.4",,,"23.9","31.0","5636","POINT (-104.7473083 38.87591266)","08041005700","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CO","Colorado","Jefferson","08059","08059009845","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.1","2.7","4010","POINT (-105.2486708 39.68355618)","08059009845","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Jefferson","08059","08059012034","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.1","2.7","3459","POINT (-105.1924395 39.60656427)","08059012034","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Jefferson","08059","08059060300","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.7",,,"1.5","1.9","4687","POINT (-105.0609311 39.90560816)","08059060300","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","La Plata","08067","08067971100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.8",,,"1.6","2.0","4335","POINT (-107.8911297 37.25926667)","08067971100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Larimer","08069","08069000503","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","23.9",,,"20.2","28.0","5082","POINT (-105.1054844 40.57822234)","08069000503","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CO","Colorado","Larimer","08069","08069001009","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.2",,,"1.9","2.6","6149","POINT (-105.0711473 40.50817476)","08069001009","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Larimer","08069","08069001107","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.8",,,"1.6","2.0","5329","POINT (-105.1056123 40.54547094)","08069001107","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Larimer","08069","08069001113","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","24.2",,,"20.6","27.9","3636","POINT (-105.1056442 40.5308837)","08069001113","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","CO","Colorado","Larimer","08069","08069001603","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","20.6",,,"18.2","23.0","5222","POINT (-105.0318304 40.53055703)","08069001603","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2021","CO","Colorado","Larimer","08069","08069001607","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.6",,,"1.4","1.8","3726","POINT (-105.029694 40.51613156)","08069001607","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Larimer","08069","08069001704","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","23.0",,,"20.6","25.6","7876","POINT (-105.0511477 40.3972575)","08069001704","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2021","CO","Colorado","Larimer","08069","08069002600","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.5",,,"2.2","2.8","6317","POINT (-105.1588739 40.30930851)","08069002600","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","CO","Colorado","Moffat","08081","08081000600","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.8",,,"3.5","4.2","1608","POINT (-108.2312368 40.62172831)","08081000600","HLTHOUT","STROKE","CrdPrv","Stroke"
